Compte ID Prestashop;Compte Client AS400
7732;T30134
7733;T18352
7734;T15438
7735;T14262
7736;T05708
7737;T19818
7738;T02088
7739;T07802
7740;T64936
7741;T03406
7742;T19576
7743;T18657
7744;T07520
7745;T14657
7746;T33506
7747;T11047
7748;T69210
7749;T14741
7750;T12665
7751;T20805
7752;T06843
7753;T00908
7754;T22939
7755;T36810
7756;T05450
7757;T69331
7758;T18740
7759;T51401
7760;T00596
7761;T05956
7762;T25711
7763;T16582
7764;T09749
7765;T21487
7766;T11411
7767;T69204
7768;T11851
7769;T00278
7770;T06220
7771;T01852
7772;T65273
7773;T00924
7774;T13196
7775;T00134
7776;T01848
7777;T11634
7778;T02538
7779;T12896
7780;T17785
7781;T11397
7782;T11451
7783;T14999
7784;T04446
7785;T23075
7786;T12628
7787;T18819
7788;T22137
7789;T25745
7790;T21076
7791;T18010
7792;T14007
7793;T32573
7794;T23263
7795;T00172
7796;T10075
7797;T16164
7798;T09946
7799;T12586
7800;T11607
7801;T23456
7802;T06530
7803;T07132
7804;T11797
7805;T13425
7806;T21455
7807;T69312
7808;T04465
7809;T02342
7810;T69351
7811;T03381
7812;T15900
7813;T13471
7814;T25063
7815;T33392
7816;T15885
7817;T10110
7818;T14177
7819;T17037
7820;T04808
7821;T21957
7822;T20507
7823;T11147
7824;T15073
7825;T07055
7826;T15522
7827;T27207
7828;T00735
7829;T07747
7830;T13554
7831;T13301
7832;T33560
7833;T22842
7834;T16118
7835;T17358
7836;T20910
7837;T18331
7838;T07046
7839;T09652
7840;T00620
7841;T14545
7842;T12579
7843;T14932
7844;T14937
7845;T61099
7846;T22723
7847;T11266
7848;T55214
7849;T17603
7850;T07456
7851;T04558
7852;T00575
7853;T12570
7854;T12571
7855;T12577
7856;T01446
7857;T13605
7858;T14362
7859;T15462
7860;T00047
7861;T00720
7862;T20711
7863;T06580
7864;T24078
7865;T16080
7866;T22707
7867;T01475
7868;T20811
7869;T21693
7870;T00270
7871;T12358
7872;T11657
7873;T23437
7874;T15642
7875;T16257
7876;T13960
7877;T04445
7878;T23115
7879;T12438
7880;T07678
7881;T45178
7882;T13392
7883;T19853
7884;T02137
7885;T26146
7886;T10672
7887;T01879
7888;T17863
7889;T13396
7890;T10374
7891;T00189
7892;T19388
7893;T15979
7894;T14606
7895;T20310
7896;T15025
7897;T10707
7898;T02777
7899;T13541
7900;T09630
7901;T14772
7902;T00283
7903;T01584
7904;T02241
7905;T15797
7906;T17343
7907;T00841
7908;T21664
7909;T01026
7910;T08596
7911;T13685
7912;T02170
7913;T14795
7914;T00360
7915;T04065
7916;T02221
7917;T12800
7918;T19030
7919;T11149
7920;T16214
7921;T33507
7922;T10787
7923;T65417
7924;T18887
7925;T01544
7926;T14025
7927;T31742
7928;T01802
7929;T13790
7930;T10788
7931;T08347
7932;T09877
7933;T39161
7934;T10872
7935;T10924
7936;T13113
7937;T06987
7938;T01007
7939;T10184
7940;T01860
7941;T14090
7942;T21653
7943;T21752
7944;T23313
7945;T23333
7946;T02390
7947;T07331
7948;T13878
7949;T13371
7950;T20575
7951;T10377
7952;T18900
7953;T17168
7954;T17261
7955;T18679
7956;T03107
7957;T06053
7958;T14422
7959;T16551
7960;T22443
7961;T23903
7962;T25734
7963;T23714
7964;T24751
7965;T03761
7966;T21329
7967;T22414
7968;T04130
7969;T11654
7970;T36255
7971;T05967
7972;T18837
7973;T22226
7974;T00024
7975;T01963
7976;T09938
7977;T17466
7978;T56951
7979;T21461
7980;T14318
7981;T21269
7982;T16522
7983;T00404
7984;T21061
7985;T21591
7986;T25669
7987;T16061
7988;T10532
7989;T19311
7990;T14126
7991;T11790
7992;T19872
7993;T52763
7994;T52737
7995;T21505
7996;T20089
7997;T18739
7998;T06766
7999;T16780
8000;T09831
8001;T03023
8002;T11814
8003;T17045
8004;T20329
8005;T19573
8006;T23467
8007;T06680
8008;T07130
8009;T01961
8010;T13337
8011;T13838
8012;T54184
8013;T13297
8014;T20530
8015;T12096
8016;T16121
8017;T13156
8018;T02225
8019;T08400
8020;T01897
8021;T16256
8022;T16412
8023;T02056
8024;T18816
8025;T13039
8026;T16062
8027;T27214
8028;T24263
8029;T02951
8030;T00216
8031;T13526
8032;T13401
8033;T69275
8034;T15402
8035;T10984
8036;T33663
8037;T23593
8038;T18640
8039;T16849
8040;T25549
8041;T13299
8042;T04314
8043;T13249
8044;T05533
8045;T01520
8046;T26180
8047;T11934
8048;T18701
8049;T02127
8050;T36825
8051;T07661
8052;T53525
8053;T20819
8054;T22595
8055;T17699
8056;T12059
8057;T22697
8058;T21020
8059;T37233
8060;T12241
8061;T01588
8062;T16663
8063;T12517
8064;T21073
8065;T03806
8066;T21912
8067;T18407
8068;T08677
8069;T02123
8070;T13995
8071;T23509
8072;T31340
8073;T19786
8074;T25070
8075;T21222
8076;T32785
8077;T44564
8078;T16479
8079;T01015
8080;T01065
8081;T25797
8082;T28783
8083;T23001
8084;T60108
8085;T52635
8086;T16969
8087;T27338
8088;T16103
8089;T15378
8090;T09210
8091;T45155
8092;T22445
8093;T25613
8094;T20090
8095;T20841
8096;T21318
8097;T17152
8098;T22126
8099;T00861
8100;T21774
8101;T23791
8102;T05022
8103;T20006
8104;T17808
8105;T05526
8106;T66393
8107;T14175
8108;T13688
8109;T68906
8110;T22299
8111;T21648
8112;T14201
8113;T16429
8114;T16675
8115;T00395
8116;T10560
8117;T22165
8118;T16346
8119;T43778
8120;T22854
8121;T07257
8122;T19141
8123;T17121
8124;T21254
8125;T13292
8126;T24817
8127;T10647
8128;T01521
8129;T14717
8130;T21963
8131;T19715
8132;T21964
8133;T21390
8134;T13748
8135;T21723
8136;T14477
8137;T69376
8138;T23388
8139;T17548
8140;T36808
8141;T08520
8142;T13363
8143;T23314
8144;T10775
8145;T53762
8146;T20930
8147;T22593
8148;T00394
8149;T01267
8150;T05833
8151;T18349
8152;T17486
8153;T16909
8154;T16183
8155;T07356
8156;T22706
8157;T10193
8158;T12336
8159;T14376
8160;T22243
8161;T25449
8162;T11393
8163;T01318
8164;T08208
8165;T15769
8166;T16125
8167;T11290
8168;T01931
8169;T04098
8170;T13385
8171;T21639
8172;T11427
8173;T22667
8174;T13674
8175;T00626
8176;T00827
8177;T04158
8178;T03191
8179;T01787
8180;T25694
8181;T08414
8182;T52967
8183;T13096
8184;T01364
8185;T16328
8186;T10498
8187;T17311
8188;T26783
8189;T60534
8190;T20786
8191;T16837
8192;T24384
8193;T21439
8194;T07662
8195;T04290
8196;T36225
8197;T14464
8198;T08721
8199;T10625
8200;T10710
8201;T20505
8202;T13593
8203;T12267
8204;T57429
8205;T58937
8206;T19011
8207;T00594
8208;T01928
8209;T18562
8210;T16244
8211;T12224
8212;T12379
8213;T15514
8214;T03216
8215;T20078
8216;T45386
8217;T28324
8218;T06704
8219;T03957
8220;T15795
8221;T16839
8222;T17025
8223;T19651
8224;T22985
8225;T16883
8226;T16734
8227;T18976
8228;T23137
8229;T25220
8230;T19712
8231;T56638
8232;T00539
8233;T01337
8234;T19874
8235;T08139
8236;T19951
8237;T02267
8238;T19513
8239;T22060
8240;T23989
8241;T11059
8242;T52545
8243;T23232
8244;T24543
8245;T22981
8246;T18575
8247;T07992
8248;T23266
8249;T13795
8250;T20277
8251;T21382
8252;T13854
8253;T13916
8254;T00652
8255;T48560
8256;T20613
8257;T19277
8258;T13546
8259;T15070
8260;T65262
8261;T22091
8262;T19719
8263;T45244
8264;T17359
8265;T25231
8266;T18000
8267;T14865
8268;T17783
8269;T24888
8270;T23878
8271;T52659
8272;T13125
8273;T14194
8274;T13329
8275;T00562
8276;T20397
8277;T24725
8278;T18752
8279;T16171
8280;T06968
8281;T06180
8282;T00867
8283;T08506
8284;T20626
8285;T25041
8286;T01969
8287;T22575
8288;T20292
8289;T12718
8290;T23289
8291;T17083
8292;T19097
8293;T23521
8294;T55242
8295;T69250
8296;T60850
8297;T13316
8298;T35049
8299;T24114
8300;T25120
8301;T20579
8302;T25614
8303;T08027
8304;T15535
8305;T01297
8306;T25641
8307;T38510
8308;T11987
8309;T05681
8310;T00196
8311;T56835
8312;T00669
8313;T00791
8314;T16574
8315;T06420
8316;T09087
8317;T12640
8318;T00764
8319;T08322
8320;T14433
8321;T29431
8322;T32306
8323;T24046
8324;T18831
8325;T11584
8326;T13819
8327;T19625
8328;T22256
8329;T64927
8330;T15618
8331;T24188
8332;T02946
8333;T08080
8334;T29576
8335;T14085
8336;T14686
8337;T22109
8338;T03397
8339;T09033
8340;T16658
8341;T12954
8342;T00294
8343;T05358
8344;T17353
8345;T17692
8346;T60360
8347;T10578
8348;T67898
8349;T23259
8350;T45174
8351;T14302
8352;T18997
8353;T11849
8354;T10245
8355;T22073
8356;T08335
8357;T12887
8358;T12685
8359;T13532
8360;T19300
8361;T00090
8362;T17274
8363;T05549
8364;T00175
8365;T00169
8366;T22961
8367;T01895
8368;T65372
8369;T18733
8370;T10655
8371;T12582
8372;T27356
8373;T12983
8374;T43683
8375;T19177
8376;T21601
8377;T20340
8378;T02063
8379;T15088
8380;T20307
8381;T20136
8382;T21316
8383;T24621
8384;T00420
8385;T12881
8386;T13946
8387;T20118
8388;T12260
8389;T07717
8390;T23271
8391;T00057
8392;T20889
8393;T10588
8394;T10574
8395;T10314
8396;T17457
8397;T18985
8398;T10301
8399;T10316
8400;T12066
8401;T18232
8402;T09981
8403;T57728
8404;T12217
8405;T22425
8406;T21791
8407;T10820
8408;T25172
8409;T11785
8410;T19929
8411;T12876
8412;T05927
8413;T36305
8414;T17296
8415;T02292
8416;T10690
8417;T00430
8418;T00515
8419;T39152
8420;T43674
8421;T01950
8422;T00710
8423;T18145
8424;T17315
8425;T05966
8426;T26205
8427;T69386
8428;T07194
8429;T16108
8430;T14039
8431;T06891
8432;T11760
8433;T11643
8434;T19490
8435;T21678
8436;T15978
8437;T14992
8438;T16907
8439;T36576
8440;T04765
8441;T05678
8442;T16096
8443;T13021
8444;T01459
8445;T66976
8446;T00380
8447;T16999
8448;T19224
8449;T10635
8450;T22569
8451;T68306
8452;T09263
8453;T18031
8454;T14948
8455;T17395
8456;T14344
8457;T27554
8458;T11953
8459;T12559
8460;T20335
8461;T15430
8462;T19288
8463;T15494
8464;T07828
8465;T18966
8466;T14859
8467;T18451
8468;T54170
8469;T02022
8470;T07521
8471;T06208
8472;T21996
8473;T00385
8474;T21462
8475;T36802
8476;T04348
8477;T09021
8478;T00444
8479;T25166
8480;T53232
8481;T02781
8482;T23695
8483;T01438
8484;T65688
8485;T66073
8486;T18246
8487;T25177
8488;T10505
8489;T00690
8490;T16122
8491;T14808
8492;T26407
8493;T11125
8494;T14343
8495;T08371
8496;T13233
8497;T17502
8498;T16036
8499;T36947
8500;T08956
8501;T32580
8502;T21369
8503;T21517
8504;T14996
8505;T25767
8506;T00904
8507;T28580
8508;T45623
8509;T20095
8510;T02151
8511;T10946
8512;T11323
8513;T13773
8514;T24553
8515;T15845
8516;T19319
8517;T22420
8518;T43400
8519;T16070
8520;T24639
8521;T16733
8522;T06477
8523;T11808
8524;T11481
8525;T07523
8526;T13255
8527;T17130
8528;T00680
8529;T04561
8530;T16343
8531;T21955
8532;T02030
8533;T17198
8534;T23335
8535;T18092
8536;T15327
8537;T15504
8538;T26250
8539;T15334
8540;T19937
8541;T10736
8542;T15330
8543;T15332
8544;T06099
8545;T14491
8546;T21134
8547;T15930
8548;T08636
8549;T00412
8550;T23753
8551;T10879
8552;T22313
8553;T00940
8554;T56454
8555;T60035
8556;T09837
8557;T01271
8558;T16578
8559;T15707
8560;T15002
8561;T27300
8562;T60348
8563;T09292
8564;T11002
8565;T65359
8566;T69384
8567;T15128
8568;T17551
8569;T25499
8570;T21016
8571;T23510
8572;T16284
8573;T13408
8574;T22341
8575;T07040
8576;T11641
8577;T00211
8578;T19518
8579;T13780
8580;T11100
8581;T10634
8582;T19223
8583;T16640
8584;T14437
8585;T03539
8586;T20744
8587;T18905
8588;T66155
8589;T17710
8590;T24475
8591;T13462
8592;T19689
8593;T10364
8594;T22610
8595;T16204
8596;T12822
8597;T01034
8598;T36763
8599;T05950
8600;T26253
8601;T00230
8602;T03981
8603;T17632
8604;T22873
8605;T36602
8606;T18134
8607;T27399
8608;T05205
8609;T22594
8610;T03910
8611;T19899
8612;T13778
8613;T18729
8614;T14776
8615;T12165
8616;T14887
8617;T12359
8618;T13813
8619;T07979
8620;T01278
8621;T07596
8622;T01304
8623;T01168
8624;T12677
8625;T47871
8626;T23703
8627;T14985
8628;T20524
8629;T43918
8630;T17899
8631;T11239
8632;T00071
8633;T19074
8634;T09496
8635;T15382
8636;T15861
8637;T23227
8638;T15710
8639;T10865
8640;T69230
8641;T10709
8642;T20038
8643;T09923
8644;T66903
8645;T22239
8646;T13682
8647;T25456
8648;T01713
8649;T01959
8650;T01954
8651;T01143
8652;T66758
8653;T14293
8654;T13656
8655;T16146
8656;T00374
8657;T15307
8658;T00868
8659;T18149
8660;T14184
8661;T01173
8662;T24069
8663;T18199
8664;T05432
8665;T17977
8666;T01265
8667;T13549
8668;T15760
8669;T14807
8670;T20424
8671;T14252
8672;T37034
8673;T18307
8674;T12642
8675;T16221
8676;T25628
8677;T27224
8678;T20697
8679;T20908
8680;T69283
8681;T01455
8682;T22156
8683;T08617
8684;T21443
8685;T56397
8686;T18737
8687;T24929
8688;T15586
8689;T22753
8690;T19168
8691;T69364
8692;T18659
8693;T19661
8694;T23816
8695;T19458
8696;T18221
8697;T02848
8698;T13724
8699;T16900
8700;T07875
8701;T14495
8702;T21742
8703;T06697
8704;T06562
8705;T14847
8706;T17698
8707;T19583
8708;T24094
8709;T10369
8710;T00491
8711;T05273
8712;T16496
8713;T02836
8714;T04944
8715;T57009
8716;T19333
8717;T23740
8718;T19855
8719;T20152
8720;T22570
8721;T37131
8722;T16262
8723;T25037
8724;T17984
8725;T17401
8726;T16813
8727;T23068
8728;T04066
8729;T12050
8730;T08077
8731;T16145
8732;T30728
8733;T14097
8734;T11791
8735;T04321
8736;T13655
8737;T16380
8738;T12639
8739;T22032
8740;T16303
8741;T13300
8742;T04172
8743;T21030
8744;T17499
8745;T15780
8746;T08397
8747;T14171
8748;T15939
8749;T56782
8750;T17421
8751;T43783
8752;T16886
8753;T57226
8754;T21777
8755;T08117
8756;T54205
8757;T13098
8758;T11677
8759;T16684
8760;T24523
8761;T25338
8762;T11410
8763;T06429
8764;T19184
8765;T02203
8766;T11565
8767;T16470
8768;T14468
8769;T12453
8770;T22585
8771;T24636
8772;T18804
8773;T16013
8774;T09015
8775;T15864
8776;T12441
8777;T15893
8778;T69300
8779;T43818
8780;T05761
8781;T10288
8782;T09838
8783;T23880
8784;T57441
8785;T02231
8786;T24805
8787;T24995
8788;T16888
8789;T06711
8790;T22739
8791;T18496
8792;T16932
8793;T24536
8794;T11222
8795;T04553
8796;T22820
8797;T22040
8798;T22633
8799;T22631
8800;T16184
8801;T17980
8802;T11325
8803;T15992
8804;T13728
8805;T17574
8806;T10983
8807;T16018
8808;T17097
8809;T21602
8810;T00892
8811;T25787
8812;T00588
8813;T14206
8814;T25775
8815;T08145
8816;T32508
8817;T21873
8818;T07912
8819;T56477
8820;T20244
8821;T09344
8822;T29612
8823;T05142
8824;T02904
8825;T20465
8826;T13857
8827;T21565
8828;T14792
8829;T22447
8830;T17867
8831;T17557
8832;T21440
8833;T33863
8834;T08573
8835;T08574
8836;T14225
8837;T22102
8838;T23021
8839;T16989
8840;T18636
8841;T21805
8842;T11761
8843;T26242
8844;T18508
8845;T14521
8846;T13667
8847;T17909
8848;T50611
8849;T07270
8850;T22547
8851;T65844
8852;T09826
8853;T14419
8854;T04174
8855;T22583
8856;T09016
8857;T18458
8858;T14507
8859;T11938
8860;T12611
8861;T19544
8862;T09583
8863;T17828
8864;T08603
8865;T13285
8866;T19717
8867;T11526
8868;T15945
8869;T13540
8870;T23755
8871;T12043
8872;T21787
8873;T13032
8874;T18689
8875;T24081
8876;T21027
8877;T16838
8878;T14552
8879;T06957
8880;T00101
8881;T65589
8882;T05317
8883;T23371
8884;T46379
8885;T12397
8886;T25730
8887;T01103
8888;T06998
8889;T07006
8890;T07110
8891;T11619
8892;T17893
8893;T17136
8894;T20912
8895;T25020
8896;T11069
8897;T12734
8898;T00535
8899;T26203
8900;T12883
8901;T01464
8902;T15143
8903;T11627
8904;T12186
8905;T20699
8906;T18482
8907;T30778
8908;T00462
8909;T00498
8910;T09067
8911;T04546
8912;T26252
8913;T15892
8914;T17489
8915;T25122
8916;T05746
8917;T17142
8918;T01619
8919;T00749
8920;T13750
8921;T13666
8922;T20337
8923;T09762
8924;T21894
8925;T13166
8926;T24873
8927;T17082
8928;T12859
8929;T11640
8930;T14966
8931;T14278
8932;T17747
8933;T01249
8934;T05181
8935;T16771
8936;T12371
8937;T37232
8938;T66004
8939;T04619
8940;T15765
8941;T10119
8942;T20088
8943;T13188
8944;T16866
8945;T07087
8946;T19310
8947;T07497
8948;T02075
8949;T08648
8950;T25115
8951;T51649
8952;T10122
8953;T01439
8954;T32802
8955;T05243
8956;T11034
8957;T20124
8958;T01621
8959;T24759
8960;T01033
8961;T44551
8962;T00328
8963;T07794
8964;T16241
8965;T16078
8966;T26219
8967;T25054
8968;T11903
8969;T00070
8970;T08773
8971;T11366
8972;T12308
8973;T21687
8974;T11606
8975;T22962
8976;T25553
8977;T21668
8978;T22910
8979;T13448
8980;T14103
8981;T20214
8982;T42437
8983;T14309
8984;T06976
8985;T11267
8986;T12339
8987;T01088
8988;T01618
8989;T19948
8990;T11500
8991;T03408
8992;T25061
8993;T18416
8994;T22329
8995;T14481
8996;T13594
8997;T06524
8998;T01208
8999;T14340
9000;T16583
9001;T22351
9002;T16404
9003;T24624
9004;T23029
9005;T07487
9006;T04805
9007;T25337
9008;T16337
9009;T22352
9010;T01355
9011;T10509
9012;T67699
9013;T23925
9014;T18647
9015;T58938
9016;T10979
9017;T08105
9018;T01679
9019;T14384
9020;T00032
9021;T11902
9022;T11087
9023;T20014
9024;T16454
9025;T18984
9026;T12002
9027;T21310
9028;T21433
9029;T19064
9030;T36615
9031;T15525
9032;T13443
9033;T15787
9034;T60030
9035;T20048
9036;T12317
9037;T59900
9038;T22687
9039;T01614
9040;T11549
9041;T25178
9042;T19811
9043;T00088
9044;T43958
9045;T28968
9046;T21148
9047;T24138
9048;T13806
9049;T18531
9050;T04660
9051;T14945
9052;T01170
9053;T18526
9054;T20904
9055;T15564
9056;T25738
9057;T12623
9058;T53115
9059;T00726
9060;T17637
9061;T15877
9062;T22712
9063;T27340
9064;T14149
9065;T55211
9066;T20430
9067;T11363
9068;T00496
9069;T06730
9070;T69188
9071;T23475
9072;T11552
9073;T09484
9074;T43954
9075;T01915
9076;T15925
9077;T17961
9078;T19632
9079;T17331
9080;T14558
9081;T06192
9082;T15793
9083;T69332
9084;T17527
9085;T65458
9086;T25603
9087;T12633
9088;T23066
9089;T23617
9090;T19812
9091;T07933
9092;T23865
9093;T06054
9094;T28053
9095;T12743
9096;T01231
9097;T17488
9098;T05776
9099;T25687
9100;T06606
9101;T16289
9102;T61481
9103;T14414
9104;T25796
9105;T37238
9106;T18351
9107;T16858
9108;T61078
9109;T12682
9110;T21708
9111;T07419
9112;T17525
9113;T06217
9114;T15171
9115;T11520
9116;T17277
9117;T18432
9118;T23483
9119;T12535
9120;T12533
9121;T17639
9122;T20468
9123;T23037
9124;T00222
9125;T15298
9126;T23162
9127;T16974
9128;T69401
9129;T00262
9130;T20793
9131;T16680
9132;T15665
9133;T07187
9134;T01097
9135;T03268
9136;T11638
9137;T21773
9138;T45882
9139;T16147
9140;T44562
9141;T11736
9142;T00191
9143;T01929
9144;T18438
9145;T03338
9146;T02529
9147;T12970
9148;T14010
9149;T07710
9150;T20306
9151;T25012
9152;T02064
9153;T14487
9154;T18223
9155;T23604
9156;T01377
9157;T00745
9158;T00604
9159;T13899
9160;T07354
9161;T00292
9162;T30961
9163;T14612
9164;T05729
9165;T14683
9166;T08427
9167;T00029
9168;T24186
9169;T25522
9170;T14513
9171;T07881
9172;T00329
9173;T19519
9174;T12176
9175;T21951
9176;T15023
9177;T22182
9178;T12868
9179;T07062
9180;T12111
9181;T04103
9182;T00900
9183;T23629
9184;T14580
9185;T03642
9186;T08260
9187;T05121
9189;T10476
9190;T06482
9191;T18788
9192;T20146
9193;T16506
9194;T14632
9195;T24126
9196;T15735
9197;T00363
9198;T00366
9199;T52852
9200;T23406
9201;T13072
9202;T22966
9203;T18315
9204;T19787
9205;T16352
9206;T15335
9207;T00030
9208;T03997
9209;T00327
9210;T17844
9211;T05661
9212;T01367
9213;T00484
9214;T14562
9215;T25524
9216;T23261
9217;T23005
9218;T21116
9219;T15477
9220;T06055
9221;T37132
9222;T11489
9223;T11074
9224;T17605
9225;T21558
9226;T36258
9227;T10451
9228;T08793
9229;T24560
9230;T16236
9231;T20728
9232;T04852
9233;T00933
9234;T13694
9235;T11535
9236;T13190
9237;T23648
9238;T23427
9239;T50801
9240;T17030
9241;T13280
9242;T18995
9243;T13040
9244;T12749
9245;T14354
9246;T22527
9247;T37035
9248;T10190
9249;T23624
9250;T24786
9251;T16487
9252;T12910
9253;T12986
9254;T12878
9255;T13003
9256;T00601
9257;T00846
9258;T22600
9259;T60231
9260;T24869
9261;T24355
9262;T26204
9263;T10702
9264;T13109
9265;T22728
9266;T67013
9267;T15489
9268;T12844
9269;T14641
9270;T00459
9271;T13445
9272;T08448
9273;T65757
9274;T13676
9275;T03174
9276;T00198
9277;T17803
9278;T10393
9279;T54148
9280;T18107
9281;T10753
9282;T06520
9283;T00098
9284;T14030
9285;T14573
9286;T15152
9287;T13115
9288;T22183
9289;T20671
9290;T15951
9291;T10307
9292;T21883
9293;T15302
9294;T08034
9295;T00599
9296;T22086
9297;T19170
9298;T17826
9299;T07026
9300;T25213
9301;T20414
9302;T36538
9303;T33635
9304;T54316
9305;T17661
9306;T26378
9307;T23050
9308;T14020
9309;T52639
9310;T02815
9311;T23814
9312;T00151
9313;T24256
9314;T15696
9315;T11061
9316;T21715
9317;T04708
9318;T05108
9319;T11319
9320;T11517
9321;T01998
9322;T21048
9323;T25444
9324;T25789
9325;T13100
9326;T17129
9327;T21560
9328;T06258
9329;T68895
9330;T06621
9331;T29623
9332;T22523
9333;T01690
9334;T14408
9335;T19958
9336;T19944
9337;T32516
9338;T20033
9339;T12879
9340;T10846
9341;T20717
9342;T15206
9343;T14207
9344;T19055
9345;T06145
9346;T18403
9347;T12490
9348;T22295
9349;T00742
9350;T22166
9351;T14211
9352;T19751
9353;T15825
9354;T56890
9355;T52603
9356;T00725
9357;T17530
9358;T23463
9359;T25659
9360;T17362
9361;T14514
9362;T04370
9363;T23041
9364;T22774
9365;T21784
9366;T23207
9367;T12321
9368;T10954
9369;T14267
9370;T15466
9371;T20266
9372;T29552
9373;T18965
9374;T00848
9375;T16065
9376;T14258
9377;T00557
9378;T06625
9379;T17831
9380;T33159
9381;T12989
9382;T21060
9383;T17882
9384;T25769
9385;T23171
9386;T14294
9387;T25494
9388;T22325
9389;T18106
9390;T11974
9391;T06103
9392;T18838
9393;T15315
9394;T02011
9395;T15768
9396;T21250
9397;T15237
9398;T22342
9399;T00129
9400;T15773
9401;T19359
9402;T19710
9403;T13291
9404;T16769
9405;T17712
9406;T21551
9407;T15198
9408;T19225
9409;T23794
9410;T15019
9411;T23893
9412;T11122
9413;T18076
9414;T22376
9415;T04904
9416;T66399
9417;T24008
9418;T17366
9419;T24010
9420;T69211
9421;T16977
9422;T53985
9423;T19327
9424;T57184
9425;T15664
9426;T15113
9427;T12281
9428;T18011
9429;T17456
9430;T11664
9431;T00185
9432;T16215
9433;T19537
9434;T11601
9435;T22828
9436;T03900
9437;T13174
9438;T15882
9439;T14559
9440;T14113
9441;T66017
9442;T19953
9443;T23922
9444;T25623
9445;T65071
9446;T00427
9447;T14383
9448;T22621
9449;T13528
9450;T09964
9451;T21661
9452;T22548
9453;T53500
9454;T11482
9455;T25777
9456;T66636
9457;T13802
9458;T01888
9459;T02892
9460;T18970
9461;T25179
9462;T11983
9463;T23379
9464;T16332
9465;T13164
9466;T09283
9467;T19160
9468;T54124
9469;T18380
9470;T07801
9471;T27623
9472;T52655
9473;T19773
9474;T16372
9475;T18840
9476;T34020
9477;T12223
9478;T18923
9479;T12593
9480;T16719
9481;T23716
9482;T33215
9483;T00762
9484;T00173
9485;T18219
9486;T21062
9487;T14995
9488;T12861
9489;T16294
9490;T23873
9491;T18854
9492;T19617
9493;T13041
9494;T21451
9495;T19911
9496;T41115
9497;T02925
9498;T15518
9499;T19603
9500;T10695
9501;T11115
9502;T10216
9503;T10904
9504;T18363
9505;T01104
9506;T15459
9507;T24134
9508;T19126
9509;T17919
9510;T15071
9511;T13405
9512;T66838
9513;T17644
9514;T10694
9515;T00014
9516;T20534
9517;T27344
9518;T26917
9519;T18151
9520;T14567
9521;T17440
9522;T21239
9523;T19638
9524;T32552
9525;T18623
9526;T21905
9527;T01256
9528;T00906
9529;T20521
9530;T22449
9531;T25803
9532;T00731
9533;T19479
9534;T54204
9535;T11401
9536;T03391
9537;T20783
9538;T15094
9539;T20890
9540;T20072
9541;T15448
9542;T18162
9543;T02515
9544;T23243
9545;T19110
9546;T28584
9547;T18598
9548;T20984
9549;T20602
9550;T19345
9551;T19020
9552;T21833
9553;T20446
9554;T13525
9555;T15788
9556;T19284
9557;T25594
9558;T24755
9559;T19312
9560;T36626
9561;T25523
9562;T06199
9563;T22021
9564;T15033
9565;T15246
9566;T00797
9567;T21413
9568;T14577
9569;T11442
9570;T00061
9571;T27557
9572;T18546
9573;T16998
9574;T24289
9575;T22170
9576;T17027
9577;T16896
9578;T10052
9579;T20466
9580;T22840
9581;T10270
9582;T12464
9583;T00317
9584;T15390
9585;T19442
9586;T69226
9587;T25610
9588;T10909
9589;T17917
9590;T18693
9591;T13271
9592;T31733
9593;T22545
9594;T13258
9595;T15425
9596;T18341
9597;T25697
9598;T20228
9599;T11658
9600;T03124
9601;T23993
9602;T21893
9603;T21861
9604;T17532
9605;T20493
9606;T29205
9607;T14289
9608;T01100
9609;T12828
9610;T17329
9611;T07884
9612;T13609
9613;T17387
9614;T19482
9615;T20846
9616;T12941
9617;T15035
9618;T19196
9619;T25141
9620;T12402
9621;T21435
9622;T14380
9623;T23351
9624;T36313
9625;T22530
9626;T16446
9627;T11259
9628;T16829
9629;T09491
9630;T20541
9631;T11225
9632;T15558
9633;T17442
9634;T00650
9635;T16633
9636;T22579
9637;T05715
9638;T22113
9639;T02188
9640;T15509
9641;T18425
9642;T13770
9643;T43740
9644;T08159
9645;T21219
9646;T14889
9647;T13303
9648;T11062
9649;T21363
9650;T17316
9651;T21976
9652;T02124
9653;T17041
9654;T22531
9655;T23894
9656;T16250
9657;T18587
9658;T23687
9659;T19412
9660;T22559
9661;T23805
9662;T17782
9663;T07766
9664;T23760
9665;T24077
9666;T09686
9667;T15500
9668;T08947
9669;T10411
9670;T11063
9671;T07202
9672;T29119
9673;T13338
9674;T24045
9675;T33263
9676;T09106
9677;T10311
9678;T14078
9679;T23906
9680;T16363
9681;T23975
9682;T25552
9683;T20030
9684;T15678
9685;T16131
9686;T20825
9687;T13427
9688;T00446
9689;T15934
9690;T00934
9691;T15866
9692;T00370
9693;T34480
9694;T69272
9695;T04817
9696;T22809
9697;T18731
9698;T22650
9699;T22437
9700;T18688
9701;T17790
9702;T17744
9703;T21403
9704;T23457
9705;T05261
9706;T13360
9707;T10447
9708;T12064
9709;T36237
9710;T08323
9711;T10145
9712;T19973
9713;T22724
9714;T17485
9715;T19888
9716;T19900
9717;T00051
9718;T27902
9719;T05541
9720;T18741
9721;T13925
9722;T54723
9723;T23556
9724;T19532
9725;T14613
9726;T14548
9727;T15027
9728;T15405
9729;T18346
